date;bugs;reliability_rating;reliability_remediation_effort;security_rating;security_remediation_effort;vulnerabilities;code_smells;development_cost;effort_to_reach_maintainability_rating_a;sqale_debt_ratio;sqale_index;sqale_rating;normalized_td;coverage;line_coverage;lines_to_cover;uncovered_lines;duplicated_blocks;duplicated_files;duplicated_lines;duplicated_lines_density;classes;comment_lines;comment_lines_density;directories;files;functions;lines;ncloc;ncloc_language_distribution;statements;class_complexity;cognitive_complexity;complexity;file_complexity;file_complexity_distribution;function_complexity;blocker_violations;confirmed_issues;critical_violations;false_positive_issues;info_violations;major_violations;minor_violations;open_issues;reopened_issues;violations;wont_fix_issues
11/5/2018;535;5;3981;2;7750;608;12380;5761230;0;1.8;106261;1;0.55332455;0;0;120060;120060;973;236;16778;5.8;1750;36392;15.9;66;1035;14018;288768;192041;"java=190637;xml=1404";101309;26.9;48963;47151;45.6;"0=161;5=205;10=240;20=115;30=137;60=55;90=121";3.3;139;0;1971;0;192;3202;8019;13523;0;13523;0
18/5/2018;536;5;3991;2;7750;608;12371;5768160;0;1.8;106161;1;0.552139677;0;0;120178;120178;976;235;16761;5.8;1758;36421;15.9;66;1037;14036;289094;192272;"java=190868;xml=1404";101415;26.9;49029;47223;45.6;"0=162;5=205;10=241;20=114;30=138;60=55;90=121";3.3;139;0;1962;0;192;3199;8023;13515;0;13515;0
25/5/2018;536;5;3991;2;7750;608;12373;5768790;0;1.8;106159;1;0.552068978;0;0;120191;120191;974;235;16693;5.8;1758;36420;15.9;66;1037;14043;289063;192293;"java=190865;xml=1428";101435;26.9;49042;47239;45.6;"0=162;5=205;10=241;20=114;30=138;60=55;90=121";3.3;137;0;1963;0;192;3198;8027;13517;0;13517;0
1/6/2018;553;5;4136;2;7960;622;12620;5834430;0;1.8;107538;1;0.552948617;0;0;121731;121731;981;236;16794;5.7;1770;36862;15.9;67;1045;14162;292102;194481;"java=193093;xml=1388";102787;27;49581;47751;45.7;"0=162;5=206;10=242;20=115;30=142;60=54;90=123";3.3;138;0;1973;0;198;3252;8234;13795;0;13795;0
8/6/2018;559;5;4196;2;7960;622;12621;5848530;0;1.8;107680;1;0.552343922;0;0;122029;122029;985;237;16838;5.8;1771;36904;15.9;67;1047;14193;292712;194951;"java=193563;xml=1388";103083;27.1;49773;47924;45.8;"0=164;5=204;10=243;20=114;30=143;60=55;90=123";3.3;138;0;1977;0;197;3255;8235;13802;0;13802;0
15/6/2018;570;5;4256;2;7960;622;12634;5868210;0;1.8;107727;1;0.550731825;0;0;122510;122510;982;236;16778;5.7;1778;36985;15.9;67;1054;14223;293671;195607;"java=194219;xml=1388";103506;27.1;49888;48115;45.7;"0=169;5=205;10=243;20=114;30=144;60=55;90=123";3.4;138;0;1982;0;195;3254;8257;13826;0;13826;0
22/6/2018;574;5;4306;2;7960;622;12654;5874780;0;1.8;107887;1;0.550932971;0;0;122678;122678;982;236;16778;5.7;1776;37003;15.9;67;1054;14246;293947;195826;"java=194438;xml=1388";103645;27.2;49984;48220;45.8;"0=169;5=204;10=243;20=112;30=147;60=55;90=123";3.4;139;0;1983;0;195;3267;8266;13850;0;13850;0
29/6/2018;571;5;4286;2;7960;622;12669;5882760;0;1.8;108014;1;0.550833282;0;0;122853;122853;982;236;16778;5.7;1777;37037;15.9;67;1055;14260;294303;196092;"java=194704;xml=1388";103808;27.2;50065;48306;45.8;"0=169;5=204;10=242;20=113;30=147;60=56;90=123";3.4;139;0;1985;0;195;3271;8272;13862;0;13862;0
6/7/2018;571;5;4286;2;7990;624;12682;5887530;0;1.8;108153;1;0.551095281;0;0;122971;122971;982;236;16778;5.7;1777;37060;15.9;67;1055;14273;294526;196251;"java=194863;xml=1388";103911;27.2;50113;48353;45.9;"0=169;5=204;10=242;20=114;30=146;60=56;90=123";3.4;139;0;1989;0;195;3274;8280;13877;0;13877;0
13/7/2018;577;5;4341;2;8030;627;12723;5905890;0;1.8;108325;1;0.550255762;0;0;123281;123281;982;236;16778;5.7;1794;37083;15.9;68;1067;14350;295538;196863;"java=195475;xml=1388";104170;27;50213;48516;45.5;"0=175;5=206;10=244;20=114;30=147;60=57;90=123";3.3;139;0;1995;0;199;3281;8313;13927;0;13927;0
20/7/2018;589;5;4446;2;8030;627;12796;5938290;0;1.8;108894;1;0.550128067;0;0;124017;124017;982;235;16768;5.6;1803;37317;15.9;69;1076;14464;297212;197943;"java=196555;xml=1388";104793;27.1;50499;48921;45.5;"0=177;5=210;10=246;20=111;30=151;60=57;90=123";3.3;140;0;2005;0;199;3302;8366;14012;0;14012;0
27/7/2018;589;5;4471;2;8030;627;12861;5954880;0;1.8;109213;1;0.550202523;0;0;124355;124355;984;235;16616;5.6;1806;37372;15.8;69;1077;14543;297907;198496;"java=197108;xml=1388";105068;27.2;50559;49073;45.6;"0=176;5=208;10=249;20=112;30=151;60=57;90=123";3.3;141;0;2011;0;196;3306;8423;14077;0;14077;0
3/8/2018;595;5;4501;2;8410;652;12953;5973270;0;1.8;109657;1;0.55073854;0;0;124799;124799;980;231;16548;5.5;1810;37484;15.8;69;1080;14590;298761;199109;"java=197721;xml=1388";105415;27.2;50719;49310;45.7;"0=176;5=210;10=248;20=114;30=149;60=58;90=124";3.3;142;0;2023;0;196;3320;8519;14200;0;14200;0
10/8/2018;595;5;4501;2;8530;660;12996;5999070;0;1.8;109951;1;0.549840225;0;0;125388;125388;988;237;16673;5.6;1815;37543;15.8;69;1082;14673;299830;199969;"java=198581;xml=1388";105885;27.3;50857;49537;45.8;"0=175;5=210;10=251;20=113;30=148;60=58;90=126";3.3;142;0;2028;0;200;3330;8551;14251;0;14251;0
