,Model,Horizon,apache_groovy,apache_incubator_dubbo,apache_kafka,apache_nifi,apache_ofbiz,apache_systemml,commonsio,google_guava,igniterealtime_openfire,java_websocket,jenkinsci_jenkins,spring-projects_spring-boot,square_okhttp,square_retrofit,zxing_zxing,mean,original_study
17,SGDRegression,10,470.79763738460304,18.59579848193952,4.245814839830915,3.5945288923780403,3.431382279780683,4.421143084986148,5.293517688698047,4.94676642262339,341.47169079019255,35.43305610316385,3.5528662701858913,14.629413371839027,9.694074949638573,14.017949930491564,1.244173073909249,62.3579875709507,15.8
18,SGDRegression,20,325.80424142802974,14.27018859855784,6.4084330454335685,2.485753692175315,8.69502333338579,4.801787456490297,10.905044332503328,29.329999322730355,74.87617029314214,56.57457291383219,4.401539434569292,8.241532506973947,14.39810540491039,13.443410924684358,0.8114933239814177,38.363153067426666,15.56
19,SGDRegression,40,1130.961950204167,13.151090770550885,12.08157340769198,2.1102653587648854,3.3582800514521374,2.9955022463845684,8.761916905617273,16.074886966624817,23.90020442345681,17.15201350100885,3.9696400392192728,8.062483558076305,15.598796743730409,12.168483313477354,1.3273102049786225,84.77829317968008,8.98
20,SVR_rbf,1,5.5784148730502245,5.001367607841969,11.09928148796715,10.04481291619137,0.4471142447224128,1.5572412216099285,0.5291229057317591,1.1934570248146512,18.83531986868223,8.652570475233723,2.6086544924581654,14.094128206559013,15.897737926126506,8.008902155757987,0.3003581959599866,6.923232240180472,6.97
21,SVR_rbf,5,8.11313460974653,6.509281785908911,12.651385640763644,5.145561528111895,1.4084494336532658,6.582524367581806,2.76938676943947,4.360164099317789,24.696815550735053,10.78155706097171,6.9464179132416515,25.554264857234134,22.811276665445018,14.804805822255743,0.8949049853699778,10.268662072651772,12.92
22,SVR_rbf,10,13.76053236025003,12.89128702261791,12.627030440310252,10.524577448900672,2.1458647137055658,7.204092935114315,4.7896025613520425,10.68256572702032,67.69997874439004,21.51478799233768,9.43065809028505,31.514209032809003,60.7747819475476,16.191377608515218,1.0595833350506334,18.85406199734709,17.01
23,SVR_rbf,20,17.976147978184024,9.035052075214486,8.648586757740613,6.252909254271197,9.397505184949305,13.24122082844463,11.634348191221687,19.238755251084736,38.06183849043654,64.16384584335304,10.206227663683055,28.226027505904383,34.15784826065178,24.756776178078386,1.149214523931612,19.743086932476633,21.93
24,SVR_rbf,40,21.907595494159093,5.087177669348691,8.023192610306491,3.332698674426834,2.7177163326922753,3.5445654752098656,9.452596737200357,8.833934972735548,28.65645122587447,17.928696468092312,3.0948889273760316,26.709037882414822,19.53305423199662,23.3775568519156,1.5793005107005564,12.251897604296639,11.18
25,SVR_linear,1,1.4063403571062636,4.917075798546884,1.176827354214384,2.7423693200478203,0.3064647257156,1.1030937311874447,0.5005433224854532,0.9195522320140223,20.290820446027286,6.647695334330276,0.41539529515171375,1.3658057748350112,1.3673091704468419,2.7730758909096878,0.2773202517718203,3.0806459336527,2.04
26,SVR_linear,5,20.561306172555128,6.8565472074641045,5.533021201762022,4.588326814653309,1.9401538447971942,3.1464485798708752,2.5887995519284717,2.2372589684286357,29.203937733547242,11.792516466731431,1.551381952558106,5.180012322536249,3.0614210190500204,8.853531025102395,0.8297962577740989,7.194963941250618,6.76
27,SVR_linear,10,161.5226162367767,14.410096453394367,4.178284498684539,2.747474031794181,2.9150705580252922,4.3399722858278285,4.911195570966493,5.516778404970798,99.13265673304386,20.091592065351975,3.1336088265292967,22.466133000279452,4.28213161261578,14.285260624032608,0.9986323121552052,24.328766880963226,15.03
28,SVR_linear,20,44.76625780168267,9.296641402583937,6.169263852212664,3.154228006357635,10.822878404729515,5.6623557215644,11.851293226243111,11.267754850138864,62.9021590358208,64.32920289932585,5.535260022843949,8.708931184169465,20.01242289092347,10.147564261643907,1.1336962748758836,18.38399398900774,14.01
29,SVR_linear,40,615.2044201929928,5.136843501919856,11.438361556986544,2.6910177773175605,4.346728263900847,3.0365501984591483,8.440657174662892,4.668067517349532,55.87425061058237,17.97999110432279,3.3028486863555018,10.171419741091178,15.781076685072165,13.506733338072767,1.5926078938957442,51.544771616198794,8.31
30,RandomForestRegressor,1,3.3236729059707812,7.418060247131418,7.1794097619538535,5.835213819045032,0.7133267968469605,3.6261832388126742,3.968489290899568,2.0170382485027956,15.82740416133596,20.58548433770609,2.3144103104086,2.6023861805077955,2.426509312366414,5.216289922969445,0.4906092731625879,5.569632520507999,5.18
31,RandomForestRegressor,5,4.021544335475964,8.5780413503487,9.706444879305774,4.509024378402689,1.069717205444737,3.7145554426467617,5.854021983471656,2.2937771141092123,24.55207908017059,26.935635829705078,2.7464411030979146,4.567276071257899,3.4333665688118176,6.324361027011881,0.6492935935128706,7.263705330851568,5.94
32,RandomForestRegressor,10,4.583415068193018,10.4666817575741,8.411800656810131,4.336021828219028,1.0173438626348477,4.229483002238281,6.961005683868204,4.602874916062405,27.77136431485048,53.46830612202639,2.5761910619211412,5.995746994985835,3.2889761779017603,6.79321359893519,0.6500937584113139,9.676834586975474,8.0
33,RandomForestRegressor,20,7.239616403937466,7.987123015531494,6.192120354451044,3.70239116967714,1.0991536865410265,4.372256886131847,10.696112275859623,6.653500702989459,24.252136258441155,42.800651996865284,4.482411862179821,5.684488578992266,3.304770656181512,5.011880361275898,0.6000119921075237,8.938575080077502,7.38
34,RandomForestRegressor,40,5.68789210928002,2.839065323819507,7.345968259551934,2.040727613065806,1.4061974659825809,2.4651017120251764,10.990906203989502,2.4070019877078184,11.766673502501577,30.49465139382744,1.4316054588611968,5.334424470160747,2.9090274736200223,1.6083384197610924,0.7187986390885008,5.963092002216195,5.94
