date;bugs;new_bugs;reliability_remediation_effort;new_reliability_remediation_effort;reliability_rating;new_reliability_rating;vulnerabilities;new_vulnerabilities;security_remediation_effort;new_security_remediation_effort;security_rating;new_security_rating;code_smells;new_code_smells;sqale_index;new_technical_debt;sqale_rating;new_maintainability_rating;development_cost;sqale_debt_ratio;new_sqale_debt_ratio;effort_to_reach_maintainability_rating_a;normalized_td;tests;test_execution_time;test_errors;skipped_tests;test_failures;test_success_density;test_data;coverage;new_coverage;lines_to_cover;new_lines_to_cover;uncovered_lines;new_uncovered_lines;line_coverage;new_line_coverage;coverage_line_hits_data;conditions_to_cover;new_conditions_to_cover;uncovered_conditions;new_uncovered_conditions;branch_coverage;new_branch_coverage;conditions_by_line;covered_conditions_by_line;it_coverage;new_it_coverage;it_lines_to_cover;new_it_lines_to_cover;it_uncovered_lines;new_it_uncovered_lines;it_line_coverage;new_it_line_coverage;it_coverage_line_hits_data;it_conditions_to_cover;new_it_conditions_to_cover;it_uncovered_conditions;new_it_uncovered_conditions;it_branch_coverage;new_it_branch_coverage;it_conditions_by_line;it_covered_conditions_by_line;overall_coverage;new_overall_coverage;overall_lines_to_cover;new_overall_lines_to_cover;overall_uncovered_lines;new_overall_uncovered_lines;overall_line_coverage;new_overall_line_coverage;overall_coverage_line_hits_data;overall_conditions_to_cover;new_overall_conditions_to_cover;overall_uncovered_conditions;new_overall_uncovered_conditions;overall_branch_coverage;new_overall_branch_coverage;overall_conditions_by_line;overall_covered_conditions_by_line;executable_lines_data;duplicated_lines;new_duplicated_lines;duplicated_blocks;new_duplicated_blocks;duplicated_files;duplicated_lines_density;new_duplicated_lines_density;duplications_data;lines;generated_lines;ncloc;new_lines;ncloc_language_distribution;generated_ncloc;classes;files;directories;functions;statements;projects;comment_lines;comment_lines_density;ncloc_data;comment_lines_data;team_size;complexity;file_complexity;complexity_in_classes;class_complexity;complexity_in_functions;function_complexity;class_complexity_distribution;function_complexity_distribution;file_complexity_distribution;cognitive_complexity;violations;blocker_violations;critical_violations;major_violations;minor_violations;info_violations;new_violations;new_blocker_violations;new_critical_violations;new_major_violations;new_minor_violations;new_info_violations;false_positive_issues;wont_fix_issues;open_issues;reopened_issues;confirmed_issues;commented_out_code_lines;public_api;public_documented_api_density;public_undocumented_api
22/2/2020;55;;567;;3;;58;;710;;3;;1900;;21990;;1;;1345680;1.6;1.974801049;0;0.49023542;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58657;;44856;;"java=42332;xml=2524";;358;401;70;5280;16611;;1227;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;2013;2;504;860;618;29;;;;;;;0;0;2013;0;0;;;;
23/2/2020;55;;567;;3;;58;;710;;3;;1900;;21990;;1;;1345680;1.6;1.974801049;0;0.49023542;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58657;;44856;;"java=42332;xml=2524";;358;401;70;5280;16611;;1227;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;2013;2;504;860;618;29;;;;;;;0;0;2013;0;0;;;;
24/2/2020;55;;567;;3;;58;;710;;3;;1900;;21990;;1;;1345680;1.6;1.974801049;0;0.49023542;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58657;;44856;;"java=42332;xml=2524";;358;401;70;5280;16611;;1227;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;2013;2;504;860;618;29;;;;;;;0;0;2013;0;0;;;;
25/2/2020;55;;567;;3;;58;;710;;3;;1900;;21990;;1;;1345680;1.6;1.974801049;0;0.49023542;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58657;;44856;;"java=42332;xml=2524";;358;401;70;5280;16611;;1227;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;2013;2;504;860;618;29;;;;;;;0;0;2013;0;0;;;;
26/2/2020;55;;567;;3;;58;;710;;3;;1900;;21990;;1;;1345710;1.6;1.974746921;0;0.490224491;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58658;;44857;;"java=42333;xml=2524";;358;401;70;5280;16611;;1227;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;2013;2;504;860;618;29;;;;;;;0;0;2013;0;0;;;;
28/2/2020;55;;567;;3;;58;;710;;3;;1876;;21945;;1;;1342560;1.6;1.978185878;0;0.490369146;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58536;;44752;;"java=42333;xml=2419";;358;400;69;5280;16611;;1226;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;1989;2;504;860;594;29;;;;;;;0;0;1989;0;0;;;;
29/2/2020;55;;567;;3;;58;;710;;3;;1876;;21945;;1;;1342560;1.6;1.978185878;0;0.490369146;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58536;;44752;;"java=42333;xml=2419";;358;400;69;5280;16611;;1226;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;1989;2;504;860;594;29;;;;;;;0;0;1989;0;0;;;;
1/3/2020;55;;567;;3;;58;;710;;3;;1876;;21945;;1;;1342560;1.6;1.978185878;0;0.490369146;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58536;;44752;;"java=42333;xml=2419";;358;400;69;5280;16611;;1226;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;1989;2;504;860;594;29;;;;;;;0;0;1989;0;0;;;;
2/3/2020;55;;567;;3;;58;;710;;3;;1876;;21945;;1;;1342560;1.6;1.978185878;0;0.490369146;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58536;;44752;;"java=42333;xml=2419";;358;400;69;5280;16611;;1226;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;1989;2;504;860;594;29;;;;;;;0;0;1989;0;0;;;;
3/3/2020;55;;567;;3;;58;;710;;3;;1876;;21945;;1;;1342560;1.6;1.978185878;0;0.490369146;;;;;;;;0;;22351;;22351;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;;139;;57;4.2;;;58536;;44752;;"java=42333;xml=2419";;358;400;69;5280;16611;;1226;2.7;;;;7754;21.7;;21.7;;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;1989;2;504;860;594;29;;;;;;;0;0;1989;0;0;;;;
4/3/2020;55;55;567;567;3;3;58;58;710;710;3;3;1876;1856;21945;21629;1;1;1342560;1.6;1.978185878;0;0.490369146;;;;;;;;0;0;22351;19084;22351;19084;0;0;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437;2025;139;128;57;4.2;4.248043802;;58536;;44752;47669;"java=42333;xml=2419";;358;400;69;5280;16611;;1226;2.7;;;;7754;21.7;7754;21.7;7619;1.4;;"1=4157;2=710;4=183;6=68;8=24;10=10;12=10";"0=78;5=104;10=86;20=28;30=29;60=12;90=21";3441;1989;2;504;860;594;29;1969;2;503;850;585;29;0;0;1989;0;0;;;;
