date;bugs;reliability_rating;reliability_remediation_effort;security_rating;security_remediation_effort;vulnerabilities;code_smells;development_cost;effort_to_reach_maintainability_rating_a;sqale_debt_ratio;sqale_index;sqale_rating;normalized_td;coverage;line_coverage;lines_to_cover;uncovered_lines;duplicated_blocks;duplicated_files;duplicated_lines;duplicated_lines_density;classes;comment_lines;comment_lines_density;directories;files;functions;lines;ncloc;ncloc_language_distribution;projects;statements;class_complexity;cognitive_complexity;complexity;file_complexity;file_complexity_distribution;function_complexity;blocker_violations;confirmed_issues;critical_violations;false_positive_issues;info_violations;major_violations;minor_violations;open_issues;reopened_issues;violations;wont_fix_issues
8/6/2018;448;5;6113;5;5199;363;7086;4440840;0;1.6;72384;1;0.48898857;0;0;74943;74943;93;51;29200;10.5;1853;52808;26.3;100;1108;14278;278017;148028;"java=99444;js=45921;xml=2663";;67238;11.1;34001;33527;31.2;"0=374;5=237;10=197;20=93;30=74;60=37;90=63";2.3;114;0;682;0;952;2122;4027;7897;0;7897;0
15/6/2018;449;5;6123;5;5199;363;7097;4445910;0;1.6;72473;1;0.489031492;0;0;75036;75036;93;51;29200;10.5;1855;52854;26.3;100;1108;14291;278284;148197;"java=99613;js=45921;xml=2663";;67314;11.1;34031;33571;31.2;"0=374;5=237;10=197;20=92;30=75;60=37;90=63";2.3;118;0;683;0;956;2128;4024;7909;0;7909;0
22/6/2018;451;5;6133;5;5199;363;7073;4445490;0;1.6;72328;1;0.488099175;0;0;75031;75031;93;51;29200;10.5;1854;52858;26.3;100;1108;14288;278272;148183;"java=99599;js=45921;xml=2663";;67311;11.1;34031;33568;31.2;"0=374;5=237;10=197;20=92;30=75;60=37;90=63";2.3;120;0;680;0;956;2108;4023;7887;0;7887;0
29/6/2018;451;5;6133;5;5199;363;7073;4446060;0;1.6;72328;1;0.488036599;0;0;75044;75044;93;51;29200;10.5;1854;52856;26.3;100;1108;14288;278291;148202;"java=99618;js=45921;xml=2663";;67319;11.1;34037;33570;31.2;"0=374;5=237;10=197;20=92;30=75;60=37;90=63";2.3;120;0;680;0;956;2108;4023;7887;0;7887;0
6/7/2018;449;5;6123;5;5199;363;7105;4447230;0;1.6;72495;1;0.489034747;0;0;75069;75069;93;51;29200;10.5;1854;52861;26.3;100;1108;14289;278337;148241;"java=99657;js=45921;xml=2663";;67334;11.1;34045;33576;31.2;"0=374;5=237;10=197;20=92;30=75;60=37;90=63";2.3;118;0;683;0;957;2134;4025;7917;0;7917;0
13/7/2018;449;5;6123;5;5199;363;7106;4447500;0;1.6;72529;1;0.489234401;0;0;75074;75074;93;51;29200;10.5;1856;52862;26.3;100;1108;14293;278351;148250;"java=99666;js=45921;xml=2663";;67338;11.1;34048;33578;31.2;"0=374;5=237;10=197;20=92;30=75;60=37;90=63";2.3;118;0;683;0;957;2134;4026;7918;0;7918;0
20/7/2018;449;5;6123;5;5199;363;7113;4450200;0;1.6;72542;1;0.489025212;0;0;75118;75118;93;51;29200;10.5;1857;52874;26.3;100;1109;14299;278496;148340;"java=99756;js=45921;xml=2663";;67380;11.1;34062;33594;31.2;"0=374;5=237;10=198;20=92;30=75;60=37;90=63";2.3;118;0;684;0;959;2134;4030;7925;0;7925;0
27/7/2018;451;5;6133;5;5199;363;7086;4450410;0;1.6;72391;1;0.487984253;0;0;75123;75123;93;51;29200;10.5;1857;52878;26.3;100;1109;14301;278513;148347;"java=99763;js=45921;xml=2663";;67384;11.1;34066;33599;31.2;"0=374;5=237;10=198;20=92;30=75;60=37;90=63";2.3;120;0;681;0;959;2114;4026;7900;0;7900;0
3/8/2018;451;5;6133;5;5309;368;7084;4455600;0;1.6;72440;1;0.487745758;0;0;75173;75173;93;51;29200;10.5;1860;52915;26.3;100;1112;14305;278819;148520;"java=99936;js=45921;xml=2663";;67429;11.1;34090;33621;31.2;"0=377;5=238;10=197;20=92;30=75;60=37;90=63";2.3;120;0;680;0;945;2116;4042;7903;0;7903;0
10/8/2018;451;5;6133;5;5309;368;7085;4455720;0;1.6;72441;1;0.487739355;0;0;75174;75174;93;51;29200;10.5;1860;52915;26.3;100;1112;14305;278824;148524;"java=99940;js=45921;xml=2663";;67429;11.1;34086;33621;31.2;"0=377;5=238;10=197;20=92;30=75;60=37;90=63";2.3;120;0;680;0;945;2116;4043;7904;0;7904;0
17/8/2018;451;5;6133;5;5309;368;7085;4457130;0;1.6;72441;1;0.48758506;0;0;75204;75204;93;51;29200;10.5;1860;52927;26.3;100;1112;14308;278885;148571;"java=99987;js=45921;xml=2663";;67457;11.1;34099;33631;31.2;"0=377;5=238;10=197;20=92;30=75;60=37;90=63";2.3;120;0;680;0;945;2116;4043;7904;0;7904;0
24/8/2018;451;5;6133;5;5309;368;7085;4457130;0;1.6;72441;1;0.48758506;0;0;75204;75204;93;51;29200;10.5;1860;52927;26.3;100;1112;14308;278885;148571;"java=99987;js=45921;xml=2663";;67457;11.1;34101;33633;31.2;"0=377;5=238;10=197;20=92;30=75;60=37;90=63";2.3;120;0;680;0;945;2116;4043;7904;0;7904;0
31/8/2018;451;5;6133;5;5309;368;7086;4457010;0;1.6;72446;1;0.487631843;0;0;75198;75198;93;51;29200;10.5;1860;52924;26.3;100;1112;14308;278882;148567;"java=99984;js=45920;xml=2663";;67453;11.1;34100;33633;31.2;"0=377;5=238;10=197;20=92;30=75;60=37;90=63";2.3;120;0;681;0;945;2116;4043;7905;0;7905;0
7/9/2018;452;5;6143;5;5309;368;7087;4463550;0;1.6;72457;1;0.486991296;0;0;75282;75282;93;51;29200;10.5;1864;52950;26.2;102;1115;14328;279266;148785;"java=100202;js=45920;xml=2663";;67531;11.1;34118;33657;31.1;"0=378;5=239;10=198;20=92;30=75;60=37;90=63";2.3;120;0;682;0;946;2118;4041;7907;0;7907;0
14/9/2018;452;5;6143;5;5309;368;7053;4464600;0;1.6;72349;1;0.486151055;0;0;75288;75288;93;51;29200;10.5;1864;52968;26.2;102;1115;14332;279330;148820;"java=100237;js=45920;xml=2663";;67537;11.1;34116;33659;31.1;"0=378;5=239;10=198;20=92;30=75;60=37;90=63";2.3;97;0;682;0;952;2120;4022;7873;0;7873;0
21/9/2018;452;5;6143;5;5349;370;7051;4473630;0;1.6;72412;1;0.485592237;0;0;75432;75432;93;51;29200;10.4;1867;53053;26.2;102;1117;14350;279859;149121;"java=100512;js=45925;xml=2684";;67675;11.1;34186;33719;31.1;"0=378;5=240;10=199;20=92;30=75;60=37;90=63";2.3;97;0;682;0;954;2123;4017;7873;0;7873;0
28/9/2018;452;5;6143;5;5349;370;7053;4473390;0;1.6;72406;1;0.485578052;0;0;75426;75426;93;51;29200;10.4;1867;53047;26.2;102;1117;14350;279849;149113;"java=100504;js=45925;xml=2684";;67671;11.1;34177;33719;31.1;"0=378;5=240;10=199;20=92;30=75;60=37;90=63";2.3;97;0;682;0;954;2124;4018;7875;0;7875;0
5/10/2018;454;5;6183;5;5349;370;7067;4479120;0;1.6;72549;1;0.485914644;0;0;75487;75487;100;54;29262;10.4;1871;53055;26.2;102;1119;14370;280131;149304;"java=100687;js=45933;xml=2684";;67724;11.1;34200;33754;31.1;"0=378;5=240;10=201;20=92;30=75;60=37;90=63";2.3;97;0;685;0;956;2127;4026;7891;0;7891;0
12/10/2018;452;5;6143;5;5349;370;7062;4479510;0;1.6;72474;1;0.485370052;0;0;75496;75496;95;53;29232;10.4;1871;53055;26.2;102;1119;14371;280147;149317;"java=100700;js=45933;xml=2684";;67733;11.1;34204;33758;31.1;"0=377;5=241;10=201;20=92;30=75;60=37;90=63";2.3;97;0;685;0;956;2127;4019;7884;0;7884;0
19/10/2018;450;5;6133;5;5349;370;7085;4479630;0;1.6;72621;1;0.486341506;0;0;75499;75499;95;53;29232;10.4;1871;53054;26.2;102;1119;14371;280151;149321;"java=100704;js=45933;xml=2684";;67736;11.1;34204;33758;31.1;"0=377;5=241;10=201;20=92;30=75;60=37;90=63";2.3;95;0;688;0;954;2147;4021;7905;0;7905;0
26/10/2018;452;5;6143;5;5349;370;7077;4488720;0;1.6;72649;1;0.485543763;0;0;75659;75659;95;53;29232;10.4;1875;53137;26.2;102;1120;14400;280667;149624;"java=101007;js=45933;xml=2684";;67886;11.1;34275;33827;31.1;"0=377;5=241;10=201;20=92;30=76;60=37;90=63";2.3;97;0;688;0;955;2128;4031;7899;0;7899;0
2/11/2018;454;5;6158;5;5349;370;7102;4499790;0;1.6;72868;1;0.485809338;0;0;75861;75861;101;54;29400;10.4;1879;53353;26.2;104;1123;14420;281432;149993;"java=101337;js=45925;xml=2731";;68069;11.1;34348;33894;31.2;"0=377;5=241;10=202;20=92;30=76;60=37;90=63";2.3;98;0;691;0;954;2143;4040;7926;0;7926;0
9/11/2018;454;5;6158;5;5349;370;7103;4501680;0;1.6;72866;1;0.485592046;0;0;75895;75895;101;54;29400;10.4;1879;53366;26.2;104;1123;14424;281517;150056;"java=101395;js=45925;xml=2736";;68106;11.1;34372;33913;31.2;"0=377;5=241;10=202;20=92;30=76;60=37;90=63";2.3;98;0;692;0;954;2144;4039;7927;0;7927;0
16/11/2018;451;5;6133;5;5349;370;7077;4488780;0;1.6;72647;1;0.485523906;0;0;75659;75659;95;53;29232;10.4;1875;53139;26.2;102;1120;14402;280677;149626;"java=101009;js=45933;xml=2684";;67886;11.1;34274;33829;31.1;"0=377;5=241;10=201;20=92;30=76;60=37;90=63";2.3;97;0;688;0;956;2127;4030;7898;0;7898;0
23/11/2018;458;5;6213;5;5439;375;7105;4524720;0;1.6;72747;1;0.482330398;0;0;76201;76201;95;53;29159;10.3;1889;53439;26.2;106;1132;14502;282784;150824;"java=102152;js=45925;xml=2747";;68370;11.1;34441;33993;31;"0=381;5=241;10=203;20=94;30=78;60=37;90=63";2.3;98;0;693;0;959;2149;4039;7938;0;7938;0
30/11/2018;457;5;6203;5;5439;375;7103;4525350;0;1.6;72731;1;0.482157181;0;0;76214;76214;95;53;29159;10.3;1889;53444;26.2;106;1132;14505;282822;150845;"java=102173;js=45925;xml=2747";;68379;11.1;34451;34000;31;"0=381;5=241;10=203;20=94;30=78;60=37;90=63";2.3;98;0;694;0;961;2148;4034;7935;0;7935;0
7/12/2018;457;5;6203;5;5439;375;7103;4525350;0;1.6;72731;1;0.482157181;0;0;76214;76214;95;53;29159;10.3;1889;53444;26.2;106;1132;14505;282822;150845;"java=102173;js=45925;xml=2747";;68379;11.1;34451;34000;31;"0=381;5=241;10=203;20=94;30=78;60=37;90=63";2.3;98;0;694;0;961;2148;4034;7935;0;7935;0
14/12/2018;455;5;6193;5;5439;375;7104;4528560;0;1.6;72721;1;0.481749165;0;0;76254;76254;95;53;29159;10.3;1893;53399;26.1;106;1134;14526;282950;150952;"java=102280;js=45925;xml=2747";;68410;11.1;34442;34024;31;"0=381;5=242;10=203;20=94;30=79;60=37;90=63";2.3;98;0;694;0;961;2149;4032;7934;0;7934;0
21/12/2018;453;5;6183;5;5439;375;7128;4528530;0;1.6;72866;1;0.482712933;0;0;76254;76254;95;53;29159;10.3;1893;53399;26.1;106;1134;14526;282949;150951;"java=102280;js=45925;xml=2746";;68410;11.1;34442;34024;31;"0=381;5=242;10=203;20=94;30=79;60=37;90=63";2.3;96;0;697;0;961;2169;4033;7956;0;7956;0
28/12/2018;455;5;6193;5;5439;375;7105;4530630;0;1.6;72762;1;0.481800544;0;0;76294;76294;97;54;29179;10.3;1893;53418;26.1;106;1134;14533;283062;151021;"java=102350;js=45925;xml=2746";;68446;11.1;34467;34045;31;"0=380;5=243;10=203;20=94;30=79;60=37;90=63";2.3;98;0;694;0;961;2150;4032;7935;0;7935;0
4/1/2019;453;5;6183;5;5519;379;7146;4545570;0;1.6;72974;1;0.481616167;0;0;76546;76546;97;54;29179;10.3;1900;53519;26.1;107;1137;14570;283891;151519;"java=102848;js=45925;xml=2746";;68676;11.1;34535;34136;31;"0=381;5=243;10=202;20=95;30=81;60=37;90=63";2.3;97;0;698;0;966;2172;4045;7978;0;7978;0
11/1/2019;451;5;6168;5;5519;379;7107;4545000;0;1.6;72828;1;0.480712871;0;0;76530;76530;97;54;29179;10.3;1901;53528;26.1;107;1137;14572;283890;151500;"java=102821;js=45925;xml=2754";;68669;11.1;34526;34140;31;"0=381;5=243;10=202;20=95;30=81;60=37;90=63";2.3;96;0;697;0;966;2172;4006;7937;0;7937;0
18/1/2019;451;5;6173;5;5519;379;7047;4546650;0;1.6;72293;1;0.477008347;0;0;76544;76544;97;54;29179;10.3;1902;53551;26.1;108;1138;14577;283994;151555;"java=102866;js=45929;xml=2760";;68676;11.1;34528;34151;31;"0=381;5=243;10=202;20=96;30=81;60=37;90=63";2.3;96;0;696;0;969;2173;3943;7877;0;7877;0
25/1/2019;456;5;6228;5;5519;379;7050;4551420;0;1.6;72602;1;0.478545157;0;0;76642;76642;97;54;29179;10.3;1903;53575;26.1;108;1138;14591;284211;151714;"java=103036;js=45929;xml=2749";;68764;11.1;34569;34188;31;"0=381;5=243;10=201;20=97;30=81;60=37;90=63";2.3;98;0;693;0;967;2155;3972;7885;0;7885;0
1/2/2019;456;5;6228;5;5519;379;7050;4551420;0;1.6;72602;1;0.478545157;0;0;76642;76642;97;54;29179;10.3;1903;53575;26.1;108;1138;14591;284211;151714;"java=103036;js=45929;xml=2749";;68764;11.1;34569;34188;31;"0=381;5=243;10=201;20=97;30=81;60=37;90=63";2.3;98;0;693;0;967;2155;3972;7885;0;7885;0
