date;bugs;reliability_remediation_effort;reliability_rating;vulnerabilities;security_remediation_effort;security_rating;code_smells;sqale_index;sqale_rating;development_cost;sqale_debt_ratio;new_sqale_debt_ratio;effort_to_reach_maintainability_rating_a;normalized_td;coverage;lines_to_cover;uncovered_lines;line_coverage;duplicated_lines;duplicated_blocks;duplicated_files;duplicated_lines_density;lines;ncloc;new_lines;ncloc_language_distribution;classes;files;directories;functions;statements;comment_lines;comment_lines_density;complexity;file_complexity;class_complexity;function_complexity;function_complexity_distribution;file_complexity_distribution;cognitive_complexity;violations;blocker_violations;critical_violations;major_violations;minor_violations;info_violations;false_positive_issues;wont_fix_issues;open_issues;reopened_issues;confirmed_issues
14/10/2017;26;210;5;3;45;2;301;3399;1;299700;1.1;0;0;0.34024024;0;5369;5369;0;952;22;15;3.3;28818;9990;;java=9990;125;118;7;1219;4251;10564;51.4;2419;20.5;19.4;2;"1=760;2=289;4=82;6=30;8=22;10=4;12=10";"0=33;5=24;10=24;20=20;30=11;60=2;90=4";1760;330;6;66;92;92;74;0;0;330;0;0
15/10/2017;26;210;5;3;45;2;301;3399;1;299520;1.1;0;0;0.340444712;0;5366;5366;0;952;22;15;3.3;28803;9984;;java=9984;125;118;7;1219;4249;10562;51.4;2417;20.5;19.3;2;"1=760;2=290;4=81;6=30;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=11;60=2;90=4";1758;330;6;66;92;92;74;0;0;330;0;0
16/11/2017;26;210;5;3;45;2;301;3399;1;299820;1.1;0;0;0.340104062;0;5372;5372;0;952;22;15;3.3;28870;9994;;java=9994;125;118;7;1220;4250;10610;51.5;2418;20.5;19.3;2;"1=761;2=290;4=81;6=30;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=11;60=2;90=4";1758;330;6;66;92;92;74;0;0;330;0;0
17/11/2017;26;210;5;3;45;2;302;3409;1;302670;1.1;0;0;0.337892754;0;5416;5416;0;952;22;15;3.3;29055;10089;;java=10089;126;119;7;1230;4287;10642;51.3;2444;20.5;19.4;2;"1=767;2=291;4=82;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=21;30=11;60=2;90=4";1776;331;6;66;93;92;74;0;0;331;0;0
18/11/2017;26;210;5;3;45;2;303;3411;1;303120;1.1;0.333333333;0;0.337589074;0;5422;5422;0;952;22;15;3.3;29098;10104;;java=10104;126;119;7;1232;4293;10654;51.3;2447;20.6;19.4;2;"1=769;2=291;4=82;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1777;332;6;66;93;93;74;0;0;332;0;0
19/11/2017;26;210;5;3;45;2;303;3411;1;303120;1.1;0;0;0.337589074;0;5422;5422;0;952;22;15;3.3;29122;10104;;java=10104;126;119;7;1232;4293;10669;51.4;2447;20.6;19.4;2;"1=769;2=291;4=82;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1777;332;6;66;93;93;74;0;0;332;0;0
6/12/2017;26;210;5;3;45;2;303;3411;1;303120;1.1;0;0;0.337589074;0;5422;5422;0;952;22;15;3.3;29119;10104;;java=10104;126;119;7;1232;4293;10669;51.4;2447;20.6;19.4;2;"1=769;2=291;4=82;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1777;332;6;66;93;93;74;0;0;332;0;0
15/1/2018;26;210;5;3;45;2;302;3409;1;303150;1.1;0;0;0.337357744;0;5421;5421;0;952;22;15;3.3;29120;10105;;java=10105;126;119;7;1232;4292;10669;51.4;2447;20.6;19.4;2;"1=769;2=291;4=82;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1777;331;6;66;93;92;74;0;0;331;0;0
31/1/2018;26;210;5;3;45;2;302;3409;1;304050;1.1;0;0;0.336359151;0;5437;5437;0;952;22;15;3.3;29178;10135;;java=10135;127;120;7;1234;4306;10689;51.3;2454;20.5;19.3;2;"1=770;2=290;4=84;6=32;8=22;10=4;12=10";"0=35;5=23;10=24;20=20;30=12;60=2;90=4";1788;331;6;66;93;92;74;0;0;331;0;0
1/2/2018;26;210;5;3;45;2;304;3419;1;303840;1.1;111.111.111.111.111;0;0.337578989;0;5434;5434;0;952;22;15;3.3;29164;10128;;java=10128;126;119;7;1233;4305;10689;51.3;2453;20.6;19.5;2;"1=769;2=290;4=84;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1788;333;6;66;93;94;74;0;0;333;0;0
5/2/2018;26;210;5;3;45;2;304;3419;1;303840;1.1;0;0;0.337578989;0;5434;5434;0;952;22;15;3.3;29164;10128;;java=10128;126;119;7;1233;4305;10689;51.3;2453;20.6;19.5;2;"1=769;2=290;4=84;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1788;333;6;66;93;94;74;0;0;333;0;0
7/3/2018;26;210;5;3;45;2;303;3400;1;302580;1.1;0;0;0.337100932;0;5425;5425;0;950;22;15;3.3;29126;10086;;java=10086;126;119;7;1233;4296;10690;51.5;2453;20.6;19.5;2;"1=769;2=290;4=84;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1739;332;6;66;93;93;74;0;0;332;0;0
9/3/2018;26;210;5;3;45;2;303;3400;1;302520;1.1;0;0;0.337167791;0;5424;5424;0;950;22;15;3.3;29130;10084;;java=10084;126;119;7;1233;4295;10693;51.5;2452;20.6;19.5;2;"1=770;2=289;4=84;6=32;8=22;10=4;12=10";"0=34;5=23;10=24;20=20;30=12;60=2;90=4";1738;332;6;66;93;93;74;0;0;332;0;0
11/3/2018;26;210;5;3;45;2;304;3395;1;301890;1.1;0;0;0.33737454;0;5406;5406;0;950;22;15;3.3;29134;10063;;java=10063;126;119;7;1235;4277;10713;51.6;2444;20.5;19.4;2;"1=770;2=291;4=86;6=32;8=20;10=4;12=10";"0=34;5=23;10=24;20=21;30=11;60=2;90=4";1729;333;6;66;94;93;74;0;0;333;0;0
30/4/2018;26;210;5;3;45;2;305;3415;1;301920;1.1;0;0;0.339328299;0;5407;5407;0;950;22;15;3.3;29135;10064;;java=10064;126;119;7;1235;4278;10713;51.6;2444;20.5;19.4;2;"1=770;2=291;4=86;6=32;8=20;10=4;12=10";"0=34;5=23;10=24;20=21;30=11;60=2;90=4";1729;334;6;66;95;93;74;0;0;334;0;0
19/5/2018;26;210;5;3;45;2;305;3415;1;301920;1.1;0;0;0.339328299;0;5407;5407;0;950;22;15;3.3;29135;10064;;java=10064;126;119;7;1235;4278;10713;51.6;2444;20.5;19.4;2;"1=770;2=291;4=86;6=32;8=20;10=4;12=10";"0=34;5=23;10=24;20=21;30=11;60=2;90=4";1729;334;6;66;95;93;74;0;0;334;0;0
23/5/2018;26;210;5;3;45;2;305;3415;1;303870;1.1;0;0;0.337150755;0;5433;5433;0;950;22;15;3.2;29315;10129;;java=10129;129;122;7;1243;4300;10741;51.5;2457;20.1;19;2;"1=774;2=293;4=87;6=32;8=20;10=4;12=10";"0=36;5=24;10=24;20=21;30=11;60=2;90=4";1737;334;6;66;95;93;74;0;0;334;0;0
31/5/2018;26;210;5;3;45;2;308;3450;1;307050;1.1;102.803.738.317.757;0;0.337078652;0;5501;5501;0;950;22;15;3.2;29469;10235;;java=10235;129;122;7;1247;4362;10767;51.3;2495;20.5;19.3;2;"1=774;2=294;4=88;6=33;8=20;10=4;12=11";"0=36;5=24;10=24;20=21;30=11;60=2;90=4";1793;337;6;67;95;95;74;0;0;337;0;0
9/6/2018;26;210;5;3;45;2;307;3449;1;307380;1.1;0;0;0.336619168;0;5505;5505;0;950;22;15;3.2;29507;10246;;java=10246;129;122;7;1249;4366;10779;51.3;2497;20.5;19.4;2;"1=776;2=294;4=88;6=33;8=20;10=4;12=11";"0=36;5=24;10=24;20=20;30=12;60=2;90=4";1793;336;6;67;95;94;74;0;0;336;0;0
12/6/2018;26;210;5;3;45;2;307;3449;1;307380;1.1;0;0;0.336619168;0;5505;5505;0;950;22;15;3.2;29504;10246;;java=10246;129;122;7;1249;4366;10776;51.3;2497;20.5;19.4;2;"1=776;2=294;4=88;6=33;8=20;10=4;12=11";"0=36;5=24;10=24;20=20;30=12;60=2;90=4";1793;336;6;67;95;94;74;0;0;336;0;0
13/6/2018;26;210;5;3;45;2;307;3449;1;307350;1.1;0;0;0.336652025;0;5504;5504;0;950;22;15;3.2;29503;10245;;java=10245;129;122;7;1249;4366;10776;51.3;2497;20.5;19.4;2;"1=776;2=294;4=88;6=33;8=20;10=4;12=11";"0=36;5=24;10=24;20=20;30=12;60=2;90=4";1793;336;6;67;95;94;74;0;0;336;0;0
17/6/2018;26;210;5;3;45;2;307;3449;1;307350;1.1;0;0;0.336652025;0;5504;5504;0;950;22;15;3.2;29503;10245;;java=10245;129;122;7;1249;4366;10776;51.3;2497;20.5;19.4;2;"1=776;2=294;4=88;6=33;8=20;10=4;12=11";"0=36;5=24;10=24;20=20;30=12;60=2;90=4";1793;336;6;67;95;94;74;0;0;336;0;0
28/7/2018;26;210;5;3;45;2;307;3449;1;307410;1.1;0;0;0.336586318;0;5504;5504;0;950;22;15;3.2;29505;10247;11;java=10247;129;122;7;1249;4366;10776;51.3;2497;20.5;19.4;2;"1=776;2=294;4=88;6=33;8=20;10=4;12=11";"0=36;5=24;10=24;20=20;30=12;60=2;90=4";1793;336;6;67;95;94;74;0;0;336;0;0
